video_id,desc,harmful,reasoning
7526876056326917398,my soulmate 💕 @Cristiano🌓,not harmful,"The description simply expresses affection or admiration for someone, likely a public figure, without any reference to harmful content or themes."
7525812463053442326,Ops😂😂 #aquaestate #sarachehaipresotuttoelhaibuttatovia #fpy,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous post."
7525904006972067094,#technology #technologi #dlaciebie #fyp #dc,not harmful,"The description contains hashtags related to technology and does not reference any harmful content categories such as disordered eating, self-harm, mature themes, or misinformation."
7526502130715217174,#fyp #trends #funny #skibidiboppi #videoai #videoia #forzanapoli #ai #meme #intelligenzaartificiale #tropea #skibidichallenge etichettato dal creator come generato con l’ AI pt 20,not harmful,"The description contains hashtags related to trends, memes, and artificial intelligence, with no indication of harmful content such as disordered eating, self-harm, mature themes, or any other categories listed in the harmful content framework."
7525878898891017494,"La costruzione di un tunnel ad oltre un metro mezzo di profondità che gli è rovinato addosso ed i soccorsi arrivati 40 minuti dopo. Sono i due elementi che hanno condannato a morte Riccardo Boni, il ragazzo di 17 anni travolto, soffocato e seppellit0 nella buca che lui stesso aveva scavato in riva al mare in una spiaggia di Montalto di Castro, in provincia di Viterbo. [ di @Valentina Panetta ] #montaltodicastro #buca #spiaggia #cronaca",harmful,"The description discusses a dangerous activity that resulted in a fatal accident, which falls under the category of ""Dangerous Activity and Challenges."" This type of content can be harmful to minors as it may inadvertently encourage them to engage in similar risky behaviors."
7526624733253733654,Tutorial?😱 #iwokeupinanewbugatti,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous reference to a song or trend."
7525347278152944918,@kiproco㊙️  #fyp #relationship,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general tag for a relationship-related video."
7526324072964312342,Amore se ti fai un tatuaggio fattelo bene🤣 #foryoupage #foryou #perte #andiamoneiperte #ironia,not harmful,"The description appears to be light-hearted and humorous, discussing tattoos in a non-explicit manner. It does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes."
7526306988985224470,#psg #calcio Grazie Gigi per la tua esternazione 🤣🤣🤣🤣per me:sei finitoooooo.Mstteo Testa.Ti voglio bene amico mio❤️❤️❤️,not harmful,"The description appears to be a lighthearted and humorous message directed at a friend, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526212982758575415,French toast #fyp #frenchie,not harmful,The description appears to be about a type of food (French toast) and does not contain any references to harmful content as defined by the framework.
7526243780597681431,Per sempre⭐️ PROVATE A DIRE CHE L’AMICIZIA TRA MASCHIO E FEMMINA NON ESISTE E VE LA VEDRETE CON NOI,not harmful,"The description discusses friendship between males and females and does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525444232161660182,Ops,not harmful,"The description ""Ops"" is vague and does not provide any context or indication of harmful content based on the provided framework."
7526165788969946390,Quando vuoi fare il video e colpisci le uniche persone in acqua #affondata #videoviral #sarachehaipresotuttoelhaibuttatovia #perte #neiperteee,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a light-hearted or humorous description of a video involving people in water."
7525869783196110102,@Camilla Masato,not harmful,"The description ""@Camilla Masato"" does not contain any content that falls under the harmful content framework categories. It appears to be a simple mention or tag of a user, which is not inherently harmful."
7525939992871374102,Non fate caso al falò 🔥 @Jenny Guardiano,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a benign statement about a bonfire."
7526627555739307286,Ormai lo conosco a memoria 🤣🖤 #horse #friesianhorse #horselife #black #fyp #perte #neiperte #foryoupage❤️❤️ #loveyou #horsegirl #equestrianlife #🖤,not harmful,"The description is about horses and equestrian life, which does not fall under any of the harmful content categories listed. It appears to be a lighthearted and positive post about a personal interest in horses."
7525478091951492374,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525124927331044630,#perte #fyp #mamma,not harmful,The description contains hashtags that are commonly used on TikTok for increasing video visibility and does not indicate any harmful content related to the specified categories.
7525124533863451926,#pet #pets #fyp #foryou,not harmful,The description contains hashtags related to pets and does not indicate any harmful content according to the provided framework.
7525989188794125590,buon viaggio 👋#perte #saràchehaipresotuttoelohaibuttatovia @Angeloಠಗಠ @Kenan Yildiz @juventus,not harmful,"The description appears to be a farewell message or a travel-related post, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526172149518732566,last day here,not harmful,"The description ""last day here"" is vague and does not inherently suggest any harmful content such as self-harm, dangerous activities, or any other categories listed in the harmful content framework. Without additional context indicating harm, it is not classified as harmful."
7526139773656829206,@Rebecca Parziale tutto sbagliato,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a personal statement or opinion without context indicating harm."
7525094003839307031,Per la retromarcia è un casino,not harmful,"The description ""Per la retromarcia è un casino"" translates to ""Reversing is a mess"" in English. It does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, or misinformation. It appears to be a lighthearted or humorous comment about the difficulty of reversing a vehicle, which is not harmful to minors."
7525044513677708546,#skibidiboppy #forzanapoli,not harmful,"The description contains hashtags related to a song or trend (#skibidiboppy) and a sports team or event (#forzanapoli), which do not fall under any of the harmful content categories."
7526212535687646486,mamy & papy 😂🫶🏼,not harmful,"The description ""mamy & papy 😂🫶🏼"" does not indicate any harmful content related to the specified categories. It appears to be a lighthearted or affectionate reference to grandparents, which is not harmful."
7526184605410495766,#temptationisland #giuseppe #gabriela #pompei #matrimonio #fyp,not harmful,"The description contains hashtags related to a reality TV show and personal names, which do not inherently suggest any harmful content under the specified framework."
7525844938588835094,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525041874961403138,Fare beneficenza fa bene all’anima ‼️🫨 #napoli#panamar#napolifood#cosamangiamooggi #cosamangiareanapoli #beneficenza#senzatetto #comefregareunapersona #risate#umorismo#vocedelverdoamare,not harmful,"The description appears to be about charity and humor, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526035089956949270,#jet2holiday #ultra #split,not harmful,"The description appears to be related to a holiday or travel experience, likely promoting a vacation or destination. There is no indication of harmful content based on the provided framework."
7526169299715656983,Costruendo Ricordi 💌,not harmful,"The description ""Costruendo Ricordi 💌"" translates to ""Building Memories 💌"" in English. It does not contain any references to harmful content as outlined in the framework, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526985216129387798,Non mi vogliono ancora come membro del Breakfast Club solo perché non so il loro trend 😱💕 @Fabio Ferrucci @Cristiano🌓,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted comment about not being included in a group due to not knowing a trend."
7525892963512143126,#neopatentati #partenza #top #unico,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be related to driving or a new driver experience, which is not inherently harmful."
7525019896711875862,@Cristiano🌓 si era incantato 😂💕 @Fabio Ferrucci,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous post."
7525218754989477142,Non nominare mia madre😂 #mamma #neiperte #comedy #amore,not harmful,"The description appears to be related to a comedic video involving a mother, indicated by the hashtags #comedy and #amore (love). There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525770311413878038,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525483661576113430,,unclear,"I'm sorry, but it seems there is no video description provided for me to classify. Could you please provide the description of the TikTok video you would like me to evaluate?"
7525478611101502742,essere polacco essere tipo: #fyp #loveyoutiktok #perte #meme #jagermaister #poland #zoo #poland🇵🇱,not harmful,"The description appears to be a lighthearted or humorous reference to Polish culture or identity, possibly involving a meme or joke. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525445462866873622,non si sa mai.. #allagamento #nonsisamai,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be related to a flood or water-related situation, which is not inherently harmful."
7526472476227013910,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525995255351594271,10/10 experience #halfmooncay #bahamas #cruise #horsebackriding #beachvibes #shittok,not harmful,The description appears to be about a positive travel experience involving a cruise and horseback riding on the beach. There is no indication of harmful content related to the specified categories.
7525045824103927062,"🎯 ""Mal di gola estivo? Non è colpa del condizionatore!"" Il mal di gola in estate viene spesso attribuito al colpo d’aria, ma la realtà è diversa. ❌ Il freddo meccanico del ventilatore o del climatizzatore non causa infezioni. ✅ La vera causa è spesso virale o batterica, favorita da: 🔹 sbalzi termici → che indeboliscono le difese locali 🔹 ambienti chiusi e affollati (palestra, mezzi pubblici, aerei) 🔹 disidratazione → meno saliva = meno protezione 📌 Il raffreddamento eccessivo può ridurre la clearance mucociliare e predisporre a infezioni, ma non è il freddo in sé a far ammalare. 🧬 La prevenzione? Idratazione, igiene delle mani, uso corretto del climatizzatore e attenzione agli ambienti condivisi. #medicina #imparare #curiosità #medico #health #salute #aria #estate",not harmful,"The description provides educational information about the causes of sore throats in summer, debunking a common myth and offering health advice. It does not contain any harmful content as per the framework."
7525086385225698582,Salió volao 🏎️ @el_castejon11,not harmful,"The description appears to be a playful or humorous comment about someone moving quickly, possibly in a car, indicated by the car emoji. There is no indication of harmful content such as dangerous activities, mature themes, or any other categories listed in the harmful content framework."
7524390924558798082,Dc me — Brrr but gurls version 🤣 #dance,not harmful,"The description suggests a dance video with a humorous twist, indicated by the laughing emoji and the hashtag. There is no indication of any harmful content as per the provided framework."
7524658182518476087,the prank is out of control… 😅 #brazilianphonk #phonk #brazilianfunk #funk #viral #video #foryou #fyp #rge #on,not harmful,"The description suggests a prank video, which is generally not harmful unless it involves dangerous activities or challenges. There is no indication of such content in the description provided."
7525051212329274646,così confusa…❤️‍🩹✨,not harmful,"The description ""così confusa…❤️‍🩹✨"" (which translates to ""so confused…❤️‍🩹✨"") does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a personal expression of emotion without any harmful implications."
7526544240734768406,#fyp,not harmful,"The description ""#fyp"" is a common hashtag used on TikTok to indicate ""For You Page"" and does not contain any harmful content as per the provided framework."
7526169451306192150,Faccia a Faccia con un Grassarolo #lavoro #domande #risposte,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be related to work and questions/answers, which is not harmful."
7525439025319070998,Добре съм🙄#work,not harmful,"The description is in Bulgarian and translates to ""I'm fine🙄#work"". It does not contain any harmful content as per the provided framework."
7525507517217131798,Ruota infinita pt. 1💀🔄 Il bro non riusciva a capire come ha fatto😭,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous description without any explicit or dangerous implications."
7525764595445763350,mi sento male …,not harmful,"The description ""mi sento male"" translates to ""I feel bad"" in English. It does not explicitly reference any harmful content categories such as disordered eating, self-harm, or any other harmful behavior. However, it could indicate a need for support or help, but it is not inherently harmful."
7525778837150387478,È Quel Momento 🤝🏼 Spingere 60 Seconds w/@Nikysavage ⏰,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a neutral or motivational statement about a time challenge."
7525543183548173590,Ancora io & te…💗🤷🏼‍♀️,not harmful,"The description ""Ancora io & te…💗🤷🏼‍♀️"" does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple, non-explicit expression of affection or relationship."
7525901699786083606,"Hai bisogno di una pausa ma le ferie sono finite? Un piccolo volo dalle scale e… voilà: riposo forzato. Scherzi a parte: Lavorare senza sosta ti fa perdere di vista ciò che conta. E tra queste cose c’è la casa in cui ricarichi le batterie. Quella che ti protegge. Quella che, se è tua, ti fa sentire in vacanza anche la domenica pomeriggio. Vuoi smettere di pagare l'affitto a qualcun altro? O sei pronto a vendere e andartene finalmente in ferie per davvero? 📩 Scrivimi in DM, ti aiuto a cadere… nella casa giusta. comprare casa affitto roma vendere casa trovare casa agenzia immobiliare roma mutuo casa vita da agente immobiliare stabilità economica mercato immobiliare 2025 real estate roma ferie casa bonus casa 2025 consulenza immobiliare investimento immobiliare case in vendita roma #comprarecasa #venderecasa #mutuocasa #realestateroma #mercatoimmobiliare #affittooacquisto #caseinvendita #agenteimmobiliare #stabilitaeconomica #casaroma #bonuscasa #consulenzaimmobiliare #vitaimmobiliare #investimentocasa #ferie2025",harmful,"The description includes a suggestion of self-harm (""un piccolo volo dalle scale"") as a means to get a break, which falls under the category of Mental and Behavioural Health: Self-Harm. This could be interpreted as promoting dangerous activity, which is harmful content, especially for minors."
7524802365522742550,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526646582368865558,Cameretta bimbi 🥰 Sempre più completa e pratica ❤️,not harmful,"The description appears to be about a children's room, which is not related to any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7520315599545732374,I nostri fiocchini #offerteestive #offertestive,not harmful,"The description appears to be promoting a product or service with hashtags related to summer offers. There is no indication of harmful content such as disordered eating, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525521942389067030,Grazie mille @λουκα🫩 per l’ideaaaa❤️❤️❤️🦥,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple expression of gratitude."
7525778068963691798,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525126497594543382,😎🫶🏻🫀🥹 #frypgシ #distance #vital #vira #viralvideos #bf #fyyyyyyyyyyyyyyyy #vira #viralvideos #loveyou #loveyou @Giannimanna_,not harmful,"The description contains emojis and hashtags related to relationships and viral content, but it does not reference any harmful themes such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7526635921509190935,se qualcuno commenta dicendo “eh ma le tette non ingr-“ esplodo,not harmful,"The description does not contain any explicit or suggestive content, nor does it promote harmful behavior or misinformation. It appears to be a humorous or sarcastic remark about body image, but it does not encourage disordered eating or body shaming."
7521336825093311766,"24 bustine gusto mix Elevenfit - tra cui Cuba libre ! Bevande istantanee senza zucchero e a basso contenuto calorico. Perfette per idratarti con piacere, anche alle 11:00 del mattino Aggiungi al carrello ora e prova tutti i gusti! #Elevenfit #BevoSano #TikTokShopltalia #AcquaConGusto #ZeroZucchero #MixGustosi #healthyhydration #estatefit #tiktokmademebuyit #summersale",not harmful,"The description promotes sugar-free, low-calorie instant beverages, which do not fall under any of the harmful content categories such as disordered eating, self-harm, or addiction. It encourages healthy hydration and does not contain any mature themes, shocking content, hate speech, abuse, or misinformation."
7526520256983076118,amore a chi? @asiabusciantellaa,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a personal or affectionate message without any harmful implications."
7525812011184295190,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description of the TikTok video you want me to evaluate?"
7524716937830665494,🙂‍↕️,not harmful,"The description consists of only an emoji and a symbol, which do not convey any harmful content or themes as outlined in the framework."
7525006109392882966,HAHAHAHA. No.,not harmful,"The description ""HAHAHAHA. No."" does not contain any content related to the harmful categories outlined in the framework. It appears to be a non-specific, humorous or dismissive statement without context."
7526478654096903447,Dai ma stavo scherzando… 🥲 #funnyvideo #funnyvideos #funny #comic #funnymoments #couple #couplegoals #family #marriage #love #husband #wife #husbandandwife @Nicolò Mililli,not harmful,"The description suggests a humorous video involving a couple, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525712193053134088,Playgrounds looks a bit dangerous these days 🤯 Would you try? 😳 #Squidgames #blender3d #netflix #squidgamenetflix #Cgi #VFX,not harmful,"The description references a popular TV show and uses hashtags related to CGI and VFX, suggesting the content is likely fictional or digitally created. There is no direct indication of promoting dangerous activities or challenges."
7526024193700367624,Sono finito in ospedale.,not harmful,"The description ""Sono finito in ospedale"" (translated as ""I ended up in the hospital"") does not inherently contain harmful content as per the specified framework. It lacks context to determine if it involves dangerous activities or self-harm. Without additional context indicating harmful behavior or themes, it is not classified as harmful."
7525011363115109654,Risposta a @matteogiusy84 #budspencer #ilioschiavone #buongiorno #filmclips,not harmful,The description appears to reference a film clip and does not contain any language or themes that fall under the harmful content framework. It seems to be related to entertainment content without any indication of harmful material.
7524735038009707790,Soulmates in every single lifetime🤍,not harmful,"The description is about soulmates and does not contain any content related to the harmful categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525415224392862998,E le supercar mute #monopattino #supercar #elettrico,not harmful,"The description appears to be about electric scooters and supercars, which does not fall under any of the harmful content categories listed."
7527270262698478870,"Qualche mese fa Alina, 35 anni, si è imbattuta in un annuncio di lavoro pubblicato da una catena di supermercati per il ruolo di banconista. La proposta: impegno full time, 6 giorni a settimana (festivi compresi) per una retribuzione di 850 euro al mese. «Il mio compagno lavorava per questa realtà come vigilante. Faceva anche fino a 13 ore al giorno, per una p aga che non arrivava neanche a 1000 euro», racconta Alina a VD. Malgrado le condizioni inaccettabili, a quell'annuncio si è presentata, ma solo per incontrare di persona la direttrice del supermercato ed esprimere il proprio risentimento. «Dopo aver fatto quella piacevolissima chiacchierata con la direttrice, mi ha avvicinata una dipendente del centro commerciale, confermando le pessime condizioni a cui l’azienda sottopone i lavoratori». In Italia, nonostante una lieve ripresa, i salari reali restano ancora tra i più bassi in Europa rispetto ai livelli pre-pandemia. Secondo l’OCSE, nel primo trimestre del 2025 i salari italiani risultano inferiori del 7,5% rispetto al 2021 – uno dei cali più marcati tra i Paesi OCSE – mentre la media europea mostra segnali di recupero. Il collettivo @ultima.generazione ha lanciato una campagna nazionale che prevede il boicottaggio dei supermercati. L’obiettivo è raccogliere almeno 100.000 adesioni entro l’11 ottobre per avviare un’azione di massa che metta pressione economica sulla grande distribuzione organizzata e sul governo, e in particolare, che punta al taglio dell’IVA sui beni essenziali come pane e pasta. La campagna denuncia il crollo del potere d’acquisto e chiede «misure concrete per proteggere agricoltura, consumatori e ambiente, facendo pagare la transizione a chi ha maggiori risorse, come colossi fossili, GDO e grandi patrimoni». #lavoro #stipendi",not harmful,"The description discusses labor conditions, wages, and a campaign for economic change without promoting harmful behavior or misinformation. It does not fall under any harmful content categories and is focused on social and economic issues."
7527637221105503510,+ loco di te..,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not indicate any harmful content related to the specified categories. It appears to be a benign expression of affection or enthusiasm."
7527691009958923542,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7527285348062235926,ig: yvng.deiv | mi sono usciti troppi edit di mike tyson #devvv,not harmful,"The description appears to be about edits of Mike Tyson, a well-known boxer, which does not inherently contain any harmful content as per the provided framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527646409038908694,CI AVEVO SPERATO…,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped…"") does not contain any explicit or implicit references to harmful content as defined by the framework. It is vague and does not suggest any mature themes, shocking content, or other harmful categories."
7527346847669603606,c’è un bagnino che può andare a controllare per caso?? #lifeguard #fyp,not harmful,"The description appears to be a humorous or casual reference to a lifeguard, likely in a beach or pool setting, and does not contain any elements of the harmful content framework such as disordered eating, self-harm, mature themes, or any other harmful categories."
7526969601960201494,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description you would like me to evaluate?"
7526575559833406742,Spoiler: Danny ha finito tutte le focacce 😎 @dannylazzarin @showtimegpofficial @raffa_dpfit #gymbeamit #gympov #gymmeme #gymcomedy #gymhumor #funnytiktok #grecia #calisthenics #showtimegp #dannylazzarin #gymbro #gymlife #focaccia #pizza #gymtok #viralditiktok #fyp #perte #neiperte,not harmful,"The description is about someone finishing all the focaccia, which is a humorous and light-hearted topic. It does not fall under any of the harmful content categories such as disordered eating, self-harm, or any other mature or shocking themes."
7527299422841998614,ogni curva un’emozione #pag #croatia #zrcebeach #fyp #perte #taxi,not harmful,"The description appears to be about a location in Croatia and includes hashtags related to travel and a taxi service. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527308310496808194,Non funziona l’acceleratore @Benedetta Vari 🤷‍♂️,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a benign statement about a non-functioning accelerator, likely in a vehicle or similar context."
7526917188314402050,Corte Tendencia 2025??,not harmful,"The description ""Corte Tendencia 2025"" does not indicate any harmful content related to the specified categories. It appears to be related to fashion or hairstyle trends for the year 2025, which is not harmful."
7527647849748663574,"ormai è quadrilatero amoroso, ma tanto a voi le ship contorte piacciono no? 😂💕 @Viola Silvi @Fabio Ferrucci @alicee",not harmful,"The description discusses a complex romantic situation in a light-hearted and humorous manner, without any reference to harmful themes such as disordered eating, self-harm, or mature themes. It does not contain any shocking content, hate speech, abuse, addiction, or misinformation."
7527392487661407511,Dott. in scienze della trap🪤,not harmful,"The description ""Dott. in scienze della trap🪤"" does not contain any explicit or implicit references to harmful content as defined by the framework. It appears to be a playful or humorous statement related to music or culture, without any indication of mature themes, violence, hate speech, or other harmful elements."
7527378888473758998,il finale di stagione che tutta tiktok italia stava aspettando no? @alicee 🤍😍,not harmful,The description appears to be about a season finale of a show or series and does not contain any references to harmful content as defined by the framework.
7526551528660864258,Donnarumma vs Kroos 🥶 | #football #realmadrid #kroos #donnarumma,not harmful,"The description appears to be about a football match or comparison between two football players, Donnarumma and Kroos. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7528064968911047958,7527436549038951693 7527777469923970359 7528026575283948822 GENUINELY BRO #piggy #piggyroblox #fyp #fypシ #bellaplayspiggy repost bc I messed up 😓 #piggy #piggyroblox #fyp #fypシ #bellaplayspiggy Faccio lo spot dei Brainrot ma..sono davvero introvabili🥺 Ti ho convinto a provarle?🤔 #videomaker #brainrot,not harmful,"The description appears to be related to a gaming video, specifically about the game ""Piggy"" on Roblox, and does not contain any references to harmful content as defined by the framework."
7526890379732585751,🆘 SOS SALSICCIOTTO? Ecco un modo per non vedere più questo anti estetico effetto sulle tue caviglie quando indossi i sandali alla schiava #cegliemessapica #sandali #consigli #summer #sandal #estate #puglia,not harmful,The description provides fashion advice related to wearing sandals and does not contain any harmful content as per the specified framework.
7526978795744644385,no problem arriviamo in bugatti🏎️ #perte #fy #popolar #virale #fyp #viral_video #londra,not harmful,"The description appears to be about arriving in a Bugatti, which is a luxury car, and includes hashtags related to popularity and virality. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526893312301649174,MARTINA “AMO NAPOLI MA NON CI ABITEREI MAI PREFERISCO ROMA” #perte # #martinaeciro #martideioannon #martinadeioannon #cirosolomeno #uominiedonne #napoli #roma #ciroemartina #rauldumitras,not harmful,"The description does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a personal opinion about living preferences between two cities."
7527347946677964054,i primi tre collegiali dell nuova edizione 😂🏫💕@Cristiano🌓 @Fabio Ferrucci,not harmful,"The description appears to be about a new edition of a show or event involving collegiali (students), and it includes emojis that suggest a lighthearted or humorous tone. There is no indication of harmful content based on the provided framework."
7527000433320021270,throwback a quando diventai un'anatra per colpa di checco #checcozalone #quovado #puglia #conversano #bari #apulia #cadodallenubi #perte #foryoupage #fyp,not harmful,"The description references a comedic transformation into a duck, likely related to a movie or comedic skit by Checco Zalone, an Italian comedian. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526676525752585494,⚠️ AL COMMENTO DI CHI INDOVINERÀ CHE AVRÀ PIÙ LIKE FARÒ UN VIDEO RISPOSTA CON QUELLA CANZONE ⚠️ #piano #musica #pianomusic,not harmful,The description is about a music-related challenge where the creator will make a video response based on a popular comment. It does not contain any harmful content as per the framework provided.
7527307336709344534,"è finalmente arrivata la DIVA in villa, siete pronti? 😍💕 @Fabio Ferrucci @Viola Silvi",not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or promotional message."
7526517253626400022,#fy #fyp #fypage #fypシ゚viral #fypageシ #tiktokviral non era finita ieri la scuola?,not harmful,The description appears to be a general comment about school ending and includes popular hashtags. There is no indication of harmful content related to the specified categories.
7527248004286270742,🇦🇱 is calling,not harmful,"The description ""🇦🇱 is calling"" does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a neutral statement, possibly referring to a location or cultural reference."
7526533973892271382,#CapCut #fypシ #neipertee #polizia #police #lgbt🌈 #loveislove,not harmful,"The description includes hashtags related to police, LGBT, and love, which do not inherently suggest any harmful content under the provided framework."
7524943634148478216,Player 196 Diet #impossible #challenge #squidgame #squidgame3 #squidgamenetflix #gaming #iq #viral #trending #player222 #player196 @kirkiimad,harmful,"The mention of ""Player 196 Diet"" along with hashtags like #impossible and #challenge could imply a potentially dangerous or disordered eating challenge, which falls under the category of Mental and Behavioural Health: Disordered Eating and Body Image. This type of content can be harmful, especially to minors, as it may promote unhealthy eating behaviors."
7526879307596074262,Jets2 holidays @alicemordenti_  @nicolofilippucci #perte #rdssummerfestival #fyppppppppppppppppppppppp,not harmful,"The description appears to be related to a holiday or travel experience, possibly promoting a festival or event. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526192185591516446,Breakfast with a show… I’m so nosey. 🤣 #rome #trevifountain #interestingfacts,not harmful,"The description is about having breakfast while watching something interesting, likely related to the Trevi Fountain in Rome. It does not contain any harmful content as per the framework provided."
7525420534662728982,"la ship proibita dei vostri biondi, che spaccherebbe il web 🤫💕 @Viola Silvi",not harmful,"The description appears to be about a playful or humorous topic related to a ""forbidden ship"" (likely a fictional or fan-created relationship) and does not contain any elements of the harmful content framework such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526940516911516950,Dubbi esistenziali e dove trovarli: #bradpitt #bellezza #dubbi #risposte,not harmful,"The description discusses existential doubts and beauty, which do not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or philosophical topic."
