video_id,link,desc,harmful,reasoning
7529876607834639638,https://www.tiktok.com/@temp/video/7529876607834639638,questa tendenza >>>,not harmful,"The description ""questa tendenza >>>"" is vague and does not provide any specific information that falls under the harmful content categories listed. Without additional context, it does not appear to promote or depict harmful content."
7523698583896476950,https://www.tiktok.com/@temp/video/7523698583896476950,Trend virali su TikTok #tiktoktrend #trenditaliani,not harmful,The description refers to a viral trend on TikTok and does not indicate any harmful content based on the provided framework. It lacks any specific reference to harmful activities or themes.
7533645847821651213,https://www.tiktok.com/@temp/video/7533645847821651213,New Trend Alert for August. Don’t miss it cuz it’s HOT! #TrendAlert #AugustTrend #SocialMediaTips #ContentIdeas #SocialMediaStrategy  #NoLove #TrendingSound,not harmful,The description does not fall under any of the harmful content categories listed. It appears to be promoting a new trend on social media without any indication of harmful or inappropriate content.
7530590512433089814,https://www.tiktok.com/@temp/video/7530590512433089814,Signora 🥹 #fyp #tiktokviral #tuttosbagliato #trend #neiperte #viralvideo #foryou #ragazzetiktok #viraltiktok #ragazzeitaliane,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a general, non-specific description likely related to a trend or viral content."
7147006134648311045,https://www.tiktok.com/@temp/video/7147006134648311045,🎤 @Léa Lrnc #dilemma #tiktok #trend #music #funny #drole #pourtoi #foryou #france #trending #viral #fyp #humour #bestfriend #fun,not harmful,"The description suggests a music-related, humorous, and trending video with no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework."
7529895338669280534,https://www.tiktok.com/@temp/video/7529895338669280534,#foryou #peryou #foryoupage #perteeee #peryou #perteeeee #peryou #foruyou #trend #foryou #foryoupage #trend #foryourpage #foruyou #peryou #perte #perte #foryou #foryoupage #perte #foruyou #foryou .🥶,not harmful,The description consists of hashtags and emojis that do not indicate any harmful content based on the provided framework. It appears to be a generic attempt to reach a wider audience on the platform.
7529365918137306376,https://www.tiktok.com/@temp/video/7529365918137306376,@J!-!@!/! #couplegoals #baile #trending #fyp,not harmful,"The description contains hashtags related to couples, dancing, and trending content, which do not fall under any of the harmful content categories listed."
7496260287952063799,https://www.tiktok.com/@temp/video/7496260287952063799,I know how bad I am doing this😅 #bodybuilding #beauty #exercise #trendin #vira #insta,not harmful,"The description does not explicitly promote disordered eating, body image issues, or any other harmful content categories. It appears to be related to bodybuilding and exercise, which are generally not harmful unless promoting unhealthy practices, which is not evident here."
7524365708319280406,https://www.tiktok.com/@temp/video/7524365708319280406,🎵 #Top10 #TrendingSongs #TikTokMusic #fyp #viral #trending #trendingsongs #music #songs #trendingsound #viralsongstiktok #viralsong #2024 #ukmusic,not harmful,"The description promotes music and trending songs, which do not fall under any of the harmful content categories listed."
7436066743765814583,https://www.tiktok.com/@temp/video/7436066743765814583,Trend #wait #fybシ #PARATI #chicas #mujeres #prett #prettygirl #girls #trend #dance #dances #baile #bailestiktok #tiktokviral,not harmful,"The description does not indicate any content related to the harmful categories such as disordered eating, self-harm, dangerous activities, or any other harmful content. It appears to be a general description for a dance trend video."
7484173564115995926,https://www.tiktok.com/@temp/video/7484173564115995926,le conoscete? #trends #ballettiktok #ragazzeitaliane #girls #visual #aliceperego #lisaluchetta #zahide #camillamasato #fyp,not harmful,"The description appears to be related to a dance trend or challenge on TikTok, featuring Italian girls and popular hashtags. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other harmful categories listed."
7494698830085016854,https://www.tiktok.com/@temp/video/7494698830085016854,Ragazze.. #videodivertenti,not harmful,"The description ""#videodivertenti"" translates to ""funny videos"" in English, which does not indicate any harmful content based on the provided framework. It suggests the video is intended to be humorous and entertaining."
7322888528243723563,https://www.tiktok.com/@temp/video/7322888528243723563,You think he’s over it now? 🤣 #viral #foryou,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a light-hearted or humorous post."
7494829545439153439,https://www.tiktok.com/@temp/video/7494829545439153439,Follow and Share! @Samantha Wynn Greenstone #tiktokfilmtvcompetition,not harmful,"The description promotes a TikTok competition and encourages following and sharing, which does not fall under any of the harmful content categories listed."
7515087693735283990,https://www.tiktok.com/@temp/video/7515087693735283990,LA DONNA NUDA🫢 Tu la conoscevi? #foryou #imprenditore,harmful,"The description ""LA DONNA NUDA"" suggests nudity and body exposure, which falls under the 'Nudity and Body Exposure' category of harmful content. This type of content is not suitable for minors."
7522448994635615510,https://www.tiktok.com/@temp/video/7522448994635615510,#assurdo #follia ##fyp #nuda #pazzesco #secondigliano @Noemy Nocera Luxury Brand @NoemyNoceraaLuxuryBrand @Brokervintage1,harmful,"The use of the hashtag ""#nuda"" suggests nudity or body exposure, which is considered harmful content for minors."
7510956346385190166,https://www.tiktok.com/@temp/video/7510956346385190166,"UNICA SPIAGGIA NUDISTA D’ITALIA 🏖️🩳 #natura #spiaggia #fakesituation ‼️ Nota: non ci sono cartelli ufficiali, ma è conosciuta come spiaggia frequentata da nudisti, come riportato anche dai giornali.",harmful,"The description refers to a nudist beach, which involves nudity and body exposure, potentially making it inappropriate for minors."
7529237630186310934,https://www.tiktok.com/@temp/video/7529237630186310934,Actresses Went Totally N*ked in a movie 😳 #celebrity #actress #hollywood #sydneysweeney #dakotajohnson #jennaortega #emiliaclarke #alexandradaddario #milakunis #lucyhale #jenniferlawrence #jenniferlopez #emmawatson #emmastone #fyp #us,harmful,"The description suggests nudity in a movie, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
7466904809426144534,https://www.tiktok.com/@temp/video/7466904809426144534,#pov #perte #perteeee #love #italia #viral,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a general or personal expression, likely related to a point of view or a trend."
7220876588819254534,https://www.tiktok.com/@temp/video/7220876588819254534,Does the Finnish attitude to nudity resonate with you? @Her Finland @Irene | Certified Translator  @Joel Willans @aleksihimself #finnishtiktok  #finnishgirl  #finnishsauna #finland #finnishthings  #cultureshock #dating #datingbeyondborders,not harmful,"The description discusses cultural attitudes towards nudity, particularly in the context of Finnish sauna culture, which is a normal and non-sexualized aspect of Finnish life. It does not promote nudity in a harmful or inappropriate manner."
7400080103746719009,https://www.tiktok.com/@temp/video/7400080103746719009,L’amore vero per me è questo…🫶🏽❣️🌅 #love #mylove #lover #shoot,not harmful,"The description appears to be about love and does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content."
7421551943543164202,https://www.tiktok.com/@temp/video/7421551943543164202,#nofilter #nomakeup #nofilterchallenge #nomakeupchallenge #giag,not harmful,"The description promotes a no filter and no makeup challenge, which encourages natural beauty and self-acceptance. It does not fall under any of the harmful content categories listed."
7394830809640799521,https://www.tiktok.com/@temp/video/7394830809640799521,"Attrici e attori devono imparare a stare NUDI in scena, ma non in senso estetico. 💡 Io parlo di 𝙣𝙪𝙙𝙞𝙩𝙖̀ 𝙞𝙣𝙩𝙚𝙧𝙞𝙤𝙧𝙚, certamente molto più interessante e che ci permette di essere liberi dai nostri schemi mentali e da quelli della società. Cosa ne pensate? . #enricabarel #enricabarelattrice #teatro #dietrolequinte #attore #attrici #Attori #attrice #fareteatro #palcoscenico #passioneteatro #passioneteatrale #grandiattori #grandiattrici",not harmful,"The description discusses the concept of ""interior nudity"" in a metaphorical sense, related to acting and personal freedom, rather than actual nudity or body exposure. It does not fall under any harmful content categories."
7182381961376451886,https://www.tiktok.com/@temp/video/7182381961376451886,"As a woman, you must be mindful if how you expose your body. Treat your body with exclusivity, no easy access. #highvaluewoman #datingadviceforwomen #datingadviceforgirls #feminine #femininity #adviceforwomen",not harmful,"The description provides dating advice and promotes the idea of treating one's body with exclusivity. It does not fall under any of the harmful content categories such as nudity, sexually suggestive content, or any other harmful behavior."
7390033245456321824,https://www.tiktok.com/@temp/video/7390033245456321824,Molte persone non vedono l’ora che arrivi l’#estate ma questa maggior #esposizione del corpo causa #insicurezze #ansia #estateedieta #ansiaestiva #provacostume #psicologia #psicologo #nonrimandareasettembre #nonmipiacelestate #maldestate #psicologia #psicologiaedestate #nonmipiaceilmiocorpo #nonmipiaccio,harmful,"The description discusses body exposure leading to insecurities and anxiety, which can contribute to negative body image and disordered eating behaviors, especially in the context of preparing for summer and body appearance."
7487274441790000430,https://www.tiktok.com/@temp/video/7487274441790000430,#usa #crime #crimetok #truecrime #truecrimetok #truecrimecommunity #breakingnews #news,not harmful,"The description does not explicitly mention or promote any harmful content categories such as disordered eating, self-harm, dangerous activities, or any other harmful topics. It appears to be related to news and true crime, which is generally informational."
7460491818732391702,https://www.tiktok.com/@temp/video/7460491818732391702,"The human preparations at BODY WORLDS exhibits come from the donor program. Donors choose to give their bodies for medical science and education, focusing on anatomy, not personal details. Want to see more? Visit BODY WORLDS or check our website—link in bio! #BodyWorldsAmsterdan #BodyWorlds #DonorProgram #AnatomyEducation #ScienceForGood #DidYouKnow",not harmful,"The description promotes educational content related to anatomy and medical science, which does not fall under any of the harmful content categories. It focuses on scientific education rather than any shocking or graphic content."
7515191414083292438,https://www.tiktok.com/@temp/video/7515191414083292438,"Qualcuno su TikTok ha deciso che il mio corpo è offensivo 🤷‍♀️ Top estivo, skincare… ed è ban? Forse qualcuno mi segnala per invidia. Io continuo a postare, perché non c’è nulla da censurare. ✊💅 Il mio corpo non è una violazione. Questo è un abbigliamento normale #baninfondato #mybodymychoice #skincare #nonseneanchevede #algoritmoacciecato #estate2025 #bodyneutrality #realtalk #algoritmoimpazzito",not harmful,"The description discusses a perceived unjust ban related to body image and clothing, but it does not promote disordered eating, body shaming, or any other harmful content listed in the framework. It advocates for body neutrality and challenges the algorithm's decision, which is not harmful."
7491073061609901317,https://www.tiktok.com/@temp/video/7491073061609901317,A MULHER GRÁVIDA NA EXPOSIÇÃO DO CORPO HUMANO E UMA JORNALISTA CHINESA 🤔// Querem a parte 2 hoje? Insp: @Estherlandia⛺️ #casosbizarros #casosreais #historiasbizarras #foryoupage,not harmful,"The description does not indicate any content that falls under the harmful categories listed. It appears to be about a bizarre or unusual story, which is not inherently harmful."
7141044123737296134,https://www.tiktok.com/@temp/video/7141044123737296134,Spero che questo video arrivi a chi deve ...,not harmful,The description is vague and does not explicitly fall under any of the harmful content categories listed. It does not suggest any harmful behavior or content.
7409672213495942433,https://www.tiktok.com/@temp/video/7409672213495942433,"#CapCut Body exhibition Las Vegas, what an interesting exhibition. Learnt so much, if your in Las vegas go and see this exhibition you wont reget it #bodyexhibition #lasvegas",not harmful,"The description refers to a body exhibition in Las Vegas, which is likely an educational or artistic display. It does not fall under any of the harmful content categories such as disordered eating, nudity, or sexually suggestive content. The focus is on learning and cultural experience."
7456437176776150294,https://www.tiktok.com/@temp/video/7456437176776150294,Sessualità e Bambini: scoperta del proprio corpo #pedagogia #educazione #genitori #figli #bambini #sessualità #genitorialitàconsapevole #,harmful,"The description suggests content related to children's sexuality, which can be sensitive and potentially harmful if not handled appropriately. It may fall under the category of ""Sexually Suggestive Content"" or ""Nudity and Body Exposure,"" which are not suitable for minors."
7505772237396413718,https://www.tiktok.com/@temp/video/7505772237396413718,"PISA-Una mostra di corpi umani veri imparare dai morti Real Human Bodies Exhibition Posizione Hotel Galilei Via Darsena, 1 56121 Pisa PI Orari di apertura solo 2 giugno 2025 dalle 11:00 alle 20:00 In questa mostra anatomica viene presentata un’ampia collezione di pezzi anatomici, scientificamente preziosa e preparata con finalità educative. La collezione è composta da corpi umani reali conservati, scheletri, arti, organi e sezioni d’organo che trasmettono conoscenze mediche e impressioni uniche ai visitatori interessati. I corpi, le parti del corpo e gli organi provengono da donatori e sono stati conservati permanentemente mediante la cosiddetta tecnica della plastinazione. Particolare attenzione è riservata al tema del cancro e dei tumori: vengono esposti ed illustrati diversi tipi di tumori e campioni tumorali. La mostra offre spiegazioni dettagliate, presentazioni multimediali e pannelli didattici su temi generali e specifici legati al corpo umano. Tra i temi principali figurano lo scheletro e il sistema motorio, il cervello e il sistema nervoso, gli organi sessuali, il cuore e i vasi sanguigni, i reni e le vie urinarie, l’apparato digerente, i sensi, le vie respiratorie e i polmoni. Per rispetto verso i defunti e lo scopo della donazione dei corpi, tutti i corpi e organi sono presentati esclusivamente in pose mediche. L’attenzione è rivolta principalmente alla trasmissione della conoscenza attraverso veri reperti umani, presentati in modo approfondito e completo. Biglietti online Pensionati e persone con gravi disabilità: 12,00 EUR Alunni e studenti: 12,00 EUR Adulti: 17,00 EUR Cassa Pensionati e persone con gravi disabilità: 15,00 EUR Alunni e studenti: 15,00 EUR Adulti: 20,00 EUR https://il-corpo-umano.com/  #pisa #mostra #anatomia",not harmful,"The description is about an educational exhibition of real human bodies, focusing on anatomy and medical knowledge. It does not fall under any of the harmful content categories such as shocking and graphic content, as it is presented with educational intent and respect for the deceased."
7506513136384757014,https://www.tiktok.com/@temp/video/7506513136384757014,Ops Twitch Fratta17x💜,not harmful,"The description ""Ops Twitch Fratta17x💜"" does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a reference to a Twitch stream or username, which is not inherently harmful."
7498596231657098551,https://www.tiktok.com/@temp/video/7498596231657098551,Cuerpos humanos reales🫀 ¡Última semana! #exhibition #museo #guatemala #medicina #guatemala🇬🇹,not harmful,"The description appears to be promoting an exhibition related to human anatomy or medical science, which is educational in nature and does not fall under any of the harmful content categories listed."
7533294549318389014,https://www.tiktok.com/@temp/video/7533294549318389014,Risposta a @ilariacacozza,not harmful,The description does not provide any context or content that falls under the harmful categories listed. It appears to be a simple reply to another user without any indication of harmful content.
7525482564522364182,https://www.tiktok.com/@temp/video/7525482564522364182,"Perizoma Donna 12 Pezzi | Comodi e Traspiranti | Solo 9,23€! Testo: Scopri la nostra biancheria intima da donna in tinta unita, perfetta per ogni stagione! 12 pezzi di perizomi comodi e traspiranti, ideali per l’uso quotidiano. Prezzo incredibile: 9,23€! 🛒 Affrettati, 29.5K già venduti! Venduto da Wall Cat. Hashtag: #PerizomaDonna #BiancheriaIntima #ModaDonna #OffertaImperdibile #TikTokShop #StileQuotidiano #ComodoETraspirante",not harmful,"This description is promoting women's underwear in a non-explicit, commercial context. It does not fall under any of the harmful content categories such as nudity, sexually suggestive content, or any other harmful category listed."
7522039418698386710,https://www.tiktok.com/@temp/video/7522039418698386710,"#LEVAO - #Biancheria #Intima senza Cuciture a vita Alta da #Donna, Slip a #Cover Completa, #Mutandine Elastiche Invisibili, Confezione da 6 S - XXL #mmhub",not harmful,"The description appears to be about a product, specifically women's seamless high-waisted underwear. It does not fall under any of the harmful content categories listed, such as disordered eating, self-harm, or sexually suggestive content."
7474949522334993686,https://www.tiktok.com/@temp/video/7474949522334993686,"Ma lo sapete di cosa sono fatte le vostre mutande? 👙 Io scelgo @sloggi in cotone di alta qualità: traspirante, morbido e super confortevole sulla pelle! 🌿✨ Perché il benessere inizia dalla biancheria. 💕 #CotoneDiQualità #ComfortNaturale #Sloggi #fantasiadimonica #intimodicotone #cotton",not harmful,The description promotes high-quality cotton underwear and emphasizes comfort and well-being. It does not fall under any of the harmful content categories listed.
7516496103932513558,https://www.tiktok.com/@temp/video/7516496103932513558,It's very cheap today. Feel confident relax freely and shine under the #tiktokmademebuyit #swimwear #swimmingcostume #hottub #holidayhaul #fyp #TikTokShop #cheap #Summer #swimming #sea -#pool #swimmingpool #holiday #vacation #girls #tiktokmademebuyit #beachvibes #swimsuit #beachwear #poolday #holidaystyle #fashionnova #ootd #womensfashion #hotgirlsummer #fitgirl #bodyconfidence #cutebikinis #tiktokshopspringglowup,not harmful,"The description promotes swimwear and body confidence, which does not fall under any of the harmful content categories listed. It encourages fashion and self-expression without suggesting any harmful behavior or content."
7515690896344517910,https://www.tiktok.com/@temp/video/7515690896344517910,"Perfetta per matrimoni, cerimonie, serate eleganti, o ogni volta che vuoi indossare un abito aderente o scollato. Ti dà una silhouette più liscia e ordinata, senza creare segni o rigonfiamenti. Invisibilità sotto gli abiti Comfort anche per lunghe ore. Non troppo compressiva (ideale per chi non sopporta le guaine troppo strette) Per info scrivici al 328 023 0570 #intimoperfetto#cerimonie#slipcontenitivo#abitiscollati#soluzioni #intimio",not harmful,"The description promotes a product related to clothing and body shaping, which does not fall under any of the harmful content categories listed. It does not promote disordered eating, body image issues, or any other harmful behavior."
7530204045294750998,https://www.tiktok.com/@temp/video/7530204045294750998,"What's comfortable for men to wear in summer? This pure cotton underpants must be purchased! It's breathable and doesn't cause excessive sweating, feels soft and smooth like clouds, and the price is reasonable. #Underwear#CottonFabric#Sweating#Ventilation#Cool#Summer#Fashion#fyp#tiktok#shop",not harmful,"The description is promoting a clothing product, specifically cotton underpants, which is not related to any of the harmful content categories. It focuses on comfort and practicality for summer wear, which is appropriate for all audiences, including minors."
7534636428534320406,https://www.tiktok.com/@temp/video/7534636428534320406,Raccomandazione di biancheria intima traspirante da uomo#fyp #musthave #fashion #Biancheria intima,not harmful,"The description is about recommending breathable men's underwear, which does not fall under any of the harmful content categories listed. It is related to fashion and does not suggest any inappropriate or harmful behavior."
7516915340970904854,https://www.tiktok.com/@temp/video/7516915340970904854,Reggiseno a fascia senza imbottitura con allacciatura davanti. Pacco da 3 in diverse colorazioni. #reggisenoafascia #tiktokshop #Pamela #bellaecomoda #fyp #perte @Pam Lama,not harmful,"The description is about a strapless bra without padding, available in different colors, and does not fall under any of the harmful content categories listed. It is a product advertisement and does not contain any explicit or suggestive content."
7519457157436181782,https://www.tiktok.com/@temp/video/7519457157436181782,"Sheer nightwear, stepping out of my comfort zone here with the colour!💜 . #sheerunderwear #lingerie #nightwear #fyp #leannegrant",harmful,"The description suggests content related to sheer nightwear and lingerie, which may involve nudity or body exposure, making it potentially inappropriate for minors."
7529826172390083862,https://www.tiktok.com/@temp/video/7529826172390083862,"""Panties That Feel Like Nothing! ✨ These seamless knickers are comfort redefined!"" ✅ Buttery-soft fabric that disappears ✅ No visible panty lines guaranteed ✅ Breathable & moisture-wicking ✅ Pastel colors for everyday elegance PS: Your secret comfort weapon is here! 🩲 #InvisibleComfort#SeamlessPanties #NoVPL #ComfyUnderwear #EverydayPanties #SoftPanties #BreathableUnderwear #MinimalistUnderwear #InvisiblePanties #UnderwearEssentials #ComfortFirst",not harmful,"The description promotes a product related to comfort and clothing, specifically seamless underwear. It does not fall under any of the harmful content categories such as disordered eating, self-harm, or sexually suggestive content. The focus is on the comfort and practicality of the product, making it suitable for all audiences, including minors."
7142750075037469957,https://www.tiktok.com/@temp/video/7142750075037469957,Gruppo vip INTIMAMENTE  https://joinzap.app/intima-mente #psicosessuologatiberi #sessuologatiktok #perte #whatsapp #sessuologia,not harmful,"The description appears to be promoting a group related to psychology and sexology, which are educational topics. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other harmful categories listed."
7470415804127792406,https://www.tiktok.com/@temp/video/7470415804127792406,"Il primo bacio è quello intimo tra mamma e bambino subito dopo la nascita e poi rappresenta “nutrimento affettivo” durante tutta la crescita. Passerei le ore così, a baciarti tutta 🥺 #mom #mamma #neomamma #neonato #baci",not harmful,"The description discusses the affectionate bond between a mother and her newborn, emphasizing nurturing and love. It does not fall under any of the harmful content categories listed."
7049381264842853638,https://www.tiktok.com/@temp/video/7049381264842853638,LAVATEVE #psicosessuologatiberi #viral #fyp #durata #chiediatiktok #piaceremaschile #piacerefemminile #dottoressatiberi,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, or sexually suggestive content. It appears to be related to educational content on human sexuality, which is not inherently harmful."
7405178537092680992,https://www.tiktok.com/@temp/video/7405178537092680992,"Il bacio è il linguaggio dell'amore, un gesto semplice che rafforza la connessione e alimenta la passione in ogni relazione. 💏❤️ #AmoreVero #Intimità #RelazionePerfetta #LinguaggioDellAmore #ConnessioneProfonda #CoppiaFelice #MomentiSpeciali #AmoreAutentico #GestiCheContano #Passione #AmoreEternamente",not harmful,"The description discusses love and connection in a positive and healthy manner, without any reference to harmful content such as disordered eating, self-harm, dangerous activities, or any other harmful categories."
7270629623577267489,https://www.tiktok.com/@temp/video/7270629623577267489,#ilrossopiubelloditiktok #ilrossopiubelloditwich #ilrosso #annapepe #annaciati #valeriomazzei #simoneberlini #patriziomorellato #sespo #stevenbasalari #rovella #fy #fyp #fypシ #mambolosco #giuliaottorini #boroboro #artie5ive @ilrossopiubelloditiktok @Ilrossopiubelloditiktok2.0 @Martina Smeraldi,not harmful,"The description consists of hashtags and mentions of users, which do not indicate any harmful content based on the provided framework. There is no reference to any of the harmful categories listed."
7515075418400099606,https://www.tiktok.com/@temp/video/7515075418400099606,#educazionesessuale #edutok #informazionesessuale #kiss #beso #bacio,not harmful,"The description appears to be related to sexual education, which is informative and educational rather than sexually suggestive or explicit. It does not fall under any of the harmful content categories listed."
7382686442725641505,https://www.tiktok.com/@temp/video/7382686442725641505,Lo sapevate?? #curiosità #intimità #baciodisingapore #coppia #piacere #ginecologia #ginecologa #unaginecologaperamica #imparacontiktok #lecosechenonsa,not harmful,"The description appears to be about sharing interesting facts or curiosities related to intimacy and gynecology, which does not fall under any of the harmful content categories listed. It seems educational and not inappropriate for minors."
7118410053496966406,https://www.tiktok.com/@temp/video/7118410053496966406,#michiconsiglia #losapeviche #educazionesessuale #bacio,not harmful,"The description suggests educational content about sexual education and kissing, which does not fall under any of the harmful content categories listed. It appears to be informative rather than suggestive or explicit."
7494409903964949782,https://www.tiktok.com/@temp/video/7494409903964949782,quello che noi due imparammo insieme💚 @Agostino Chianese,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a personal or sentimental message."
7109539613584280838,https://www.tiktok.com/@temp/video/7109539613584280838,1 modo per farlo impazzire in intimità #psicologiaitalia #psicologiapositiva #seduzione #attrazione #motivazione #autostima,not harmful,"The description appears to focus on psychological and motivational themes related to attraction and self-esteem, without suggesting any harmful or inappropriate content."
7524346253841288470,https://www.tiktok.com/@temp/video/7524346253841288470,SANGUE! #klausnoir #rapitaliano,harmful,"The use of the word ""SANGUE"" (which means ""blood"" in Italian) and the hashtag could imply shocking and graphic content, which may not be suitable for minors."
7397108398703004961,https://www.tiktok.com/@temp/video/7397108398703004961,Che figata il corpo umano…🤩 #curiosità #anatomia #corpoumano #letsmove #diegofusina,not harmful,"The description appears to be about the human body and anatomy, which is educational and does not fall under any of the harmful content categories listed."
7528685120945966358,https://www.tiktok.com/@temp/video/7528685120945966358,Blood Splashing effects VFX Green Screen Animation. #vfx #blood #effect #animation #greenscreensticker #greenscreenvideo #fyp #greenscreen,not harmful,"The description refers to visual effects and animation related to blood splashing, which is typically used in creative or cinematic contexts. It does not explicitly promote or depict real-life violence, self-harm, or any other harmful behavior."
7363598794124021024,https://www.tiktok.com/@temp/video/7363598794124021024,"Iniziamo con il prelievo di sangue per eseguire il test citotossico. Etichettiamo accuratamente le provette con il nome e il cognome del paziente e procediamo con il prelievo. Dopo aver eseguito il test citotossico ad @busettoisabel, con l’aiuto di Denise, tramite un prelievo di sangue e successiva analisi al microscopio, sono emersi risultati coerenti con i suoi sintomi. Infatti, è risultata essere intollerante ad alcuni alimenti che assumeva regolarmente. Questo potrebbe essere proprio la causa della stanchezza e della difficoltà di concentrazione di cui si lamentava Isabel: liminando questi alimenti, Isabel potrà affrontare meglio la maturità. #DottoressaIridologa #Iridologia #SaluteNaturale #Benessere #MedicinaIntegrativa #TerapieAlternative",not harmful,"The description discusses a medical test and its results related to food intolerance, which does not fall under any of the harmful content categories listed. It focuses on health and wellness without promoting disordered eating or any dangerous activity."
7512361167239564566,https://www.tiktok.com/@temp/video/7512361167239564566,Blood Splashing effects Green Screen. #blood #greenscreensticker #animation #greenscreen #vfx #fouryou #fyp,harmful,"The description suggests content related to ""Shocking and Graphic Content"" due to the mention of ""Blood Splashing effects,"" which could be disturbing or inappropriate for minors."
7388499345856810272,https://www.tiktok.com/@temp/video/7388499345856810272,"Usare il sangue mestruale? Facciamo così, da oggi provate a bagnare le vostre piante con il sangue mestruale e poi ci mandate e foto del prima e del dopo. Ok?! Mi raccomando, non è da bere ;-) E vi consigliamo il libro: Sangue Magico. Lo avete letto? #babycompitalia #sanguemestruale",harmful,"The suggestion to use menstrual blood for watering plants can be considered shocking and potentially graphic for some viewers, especially minors. Additionally, it may promote unsanitary practices."
7514832830648667448,https://www.tiktok.com/@temp/video/7514832830648667448,O sangue é o meu alimento.#fy #foryou #scary #vampire #vampiro#creature #skinwalker #blood #sangue,harmful,"The description references ""blood"" as food, which can be interpreted as promoting or glorifying self-harm or dangerous behavior, falling under the category of ""Suicide and Self-Harm"" or ""Shocking and Graphic Content"". This type of content can be harmful, especially to impressionable audiences such as minors."
7459062155233545494,https://www.tiktok.com/@temp/video/7459062155233545494,Hai mai visto una persona con ittero? Quale era la causa? FONTE: msdmanuals.com . #pilloledinfermieristica #Infermieristica #infermieri  #studentidinfermieristica #informazione,not harmful,"The video description discusses a medical condition (jaundice) and is related to nursing education. It does not fall under any of the harmful content categories listed, as it appears to be informative and educational in nature."
7525401707115744534,https://www.tiktok.com/@temp/video/7525401707115744534,"È QUASI PASSATA UNA SETTIMANA DI SANGUE! 🩸 VOGLIO VEDERVI SPINGERLA PIÙ CHE MAI E FARLA SCHIZZARE IN ALTO 👹👹👹 STREAMMATELA, CANTATELA, BALLATELA, USATELA PER TUTTO CIÒ CHE VOLETE. FACCIAMOLA ARRIVARE OVUNQUE!!!!! #klausnoir #rapitaliano co-prod/mix/master/video by @thomascalvi",not harmful,"The description appears to be promoting a song and encouraging people to stream, sing, and dance to it. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework. The mention of ""sangue"" (blood) seems metaphorical in the context of music promotion."
7533559449873583382,https://www.tiktok.com/@temp/video/7533559449873583382,"🩸 CHE COSA SONO I GRUPPI SANGUIGNI? CHI PUÒ DONARE A CHI? 🩸 I gruppi sanguigni sono determinati dalla presenza o assenza di antigeni eritrocitari sulla superficie dei globuli rossi. Il sistema di classificazione più utilizzato è quello AB0, che distingue i gruppi A, B, AB e 0, a cui si aggiunge un altro marcatore fondamentale: il fattore Rh, che può essere positivo (Rh⁺) o negativo (Rh⁻). 🔬 Questa combinazione dà origine a 8 gruppi sanguigni principali: A⁺, A⁻, B⁺, B⁻, AB⁺, AB⁻, 0⁺ e 0⁻. Ma attenzione: non tutti sono compatibili tra loro. In ambito trasfusionale, la compatibilità dei gruppi sanguigni è essenziale per evitare gravi reazioni trasfusionali. 💥 Quando si riceve sangue con antigeni diversi dai propri, il sistema immunitario lo riconosce come “estraneo” e può attivare una risposta violenta, con emolisi acuta, febbre, brividi, ipotensione, fino a shock e insufficienza renale. 🔁 Per questo si parla di: •	0⁻ come donatore universale (può donare globuli rossi a tutti i gruppi) •	AB⁺ come ricevente universale (può ricevere da tutti) •	Chi ha Rh⁻ può ricevere solo sangue Rh⁻ •	Chi ha Rh⁺ può ricevere sia da Rh⁺ che da Rh⁻ 📊 Ad esempio: •	Un soggetto A⁺ può ricevere da 0⁻, 0⁺, A⁻ e A⁺ •	Un paziente B⁻ può ricevere solo da 0⁻ e B⁻ •	Chi ha AB⁺ può ricevere da tutti gli altri gruppi •	Chi ha 0⁻ può donare a tutti, ma ricevere solo da 0⁻ 🧠 La sicurezza trasfusionale si basa su questi principi fondamentali. Per questo, prima di ogni trasfusione, vengono effettuati test come il cross-match e la tipizzazione del gruppo sanguigno. #medicina #salute #divilgazione #benessere #sangue",not harmful,"The description provides educational information about blood types and transfusion compatibility, which does not fall under any of the harmful content categories. It is informative and promotes health awareness."
