video_id,harmful,reasoning
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. It does not indicate any harmful or dangerous activity, mature themes, or other harmful content categories."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. It does not indicate any harmful or dangerous activity, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7529494358421228822,not harmful,The description is playful and does not contain any harmful content or themes that would be inappropriate for minors.
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7522578785099599126,not harmful,The description contains hashtags related to location and general TikTok trends without any indication of harmful content.
7529580368026930434,not harmful,"The description is a positive expression of gratitude for a beauty service related to eyelashes and eyebrows, which does not fall under any harmful content categories."
7529580978768071958,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple question or expression of interest without any indication of mature themes, hate speech, or other harmful elements."
7527098400429460750,not harmful,"The description suggests a simulation or hypothetical scenario involving cars and a semi-truck, likely in a video game context (as indicated by ""beamng"" and ""beamngdrive""). It does not promote real-life dangerous activities or challenges, nor does it contain any other harmful content as per the framework."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework."
7529580978768071958,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple question or engagement prompt without any indication of mature themes, shocking content, or other harmful elements."
7529494358421228822,not harmful,The description is playful and does not contain any harmful content as per the harmful content framework. It appears to be part of a lighthearted trend or challenge.
7528816827502185750,not harmful,The description uses humor and does not reference any harmful content or themes outlined in the harmful content framework.
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It simply mentions usernames and an emoji, with no indication of mature themes, violence, or other harmful elements."
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content or themes that fall under the harmful content framework."
7527707383221521686,harmful,"The description contains shocking and graphic content related to a severe vehicle crash and drug use, which can be distressing and inappropriate for minors."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework provided."
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524004364202069278,not harmful,"The description does not contain any harmful content as per the framework. It simply describes someone sitting in front of the TV, which does not imply any dangerous or inappropriate behavior."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework."
7499035816308657430,not harmful,"The description appears to be lighthearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework provided."
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple mention of usernames and an emoji, with no indication of mature themes, hate speech, or other harmful elements."
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple mention of usernames and an emoji, with no indication of mature themes, shocking content, or other harmful elements."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content."
7529542416383184150,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content as per the specified framework."
7529542416383184150,not harmful,No video description was provided to evaluate for harmful content.
7529542416383184150,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7529542416383184150,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description of the TikTok video?"
7525612878246743326,not harmful,The description appears to be related to Christian humor and does not contain any harmful content as per the specified framework.
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content as per the specified framework."
7529542416383184150,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content as per the specified framework."
7529542416383184150,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the framework."
7529542416383184150,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, without any indication of harmful content as per the specified framework."
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7503739013912628523,not harmful,"The description does not contain any harmful content related to the specified categories. It focuses on personal appearance and hair, which is generally safe for all audiences."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7522578785099599126,not harmful,The description contains hashtags related to location and general TikTok trends without any indication of harmful content.
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content or themes that fall under the harmful content framework."
7499035816308657430,not harmful,"The description appears to be lighthearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7503739013912628523,not harmful,"The description does not contain any harmful content related to the specified categories. It focuses on personal appearance changes like hair and self-tanning, which are common and generally safe topics."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7527278440291126550,not harmful,"The description suggests a comedic video, likely involving a humorous take on perspective, and does not indicate any harmful content as per the specified framework."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529494358421228822,not harmful,The description is vague and does not contain any harmful content as per the provided framework. It seems to be a playful or humorous statement without any indication of toxicity.
7528816827502185750,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content as per the specified framework."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529484844254973206,not harmful,"The description is in French and translates to ""Do you agree? 😂"". It does not contain any harmful content as per the specified framework."
7499035816308657430,not harmful,"The description appears to be lighthearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, which does not fall under any harmful content categories."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, which does not fall under any harmful content categories."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7528816827502185750,not harmful,"The description appears to be humorous and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7515385967105199378,not harmful,"The description appears to be related to a music group or fan content, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7499035816308657430,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527750945023790358,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a simple, non-explicit expression using emojis and numbers."
